Sr. No.,Emp. Code,Emp. Tags,Employee Name,Employee Number,To Name,Country Code,To Number,Call Type,Duration,Call Date,Call Time,Notes,Unique customer Id,Incoming Calls,Incoming Duration,Outgoing Calls,Outgoing Duration,Missed,Rejected,Connected Calls,Never Attended,Call Status,Purpose of Call,Region,Customer Feedback,Department,Follow-Up Required
,FB015,New York,Rachel,+918888800005,Jane Garcia,+262,+1-728-343-1785,Outgoing,10 mins 53 secs,2023-03-27,02:50 PM,Quite sell room page.,CUST4631,2.0,28 mins 30 secs,2.0,20 mins 96 secs,2.0,1.0,2.0,2.0,Completed,Follow-up,Asia,Dissatisfied,Sales,Yes
4632.0,FB001,Nagpur,,+918888800001,Robert Rose,+1,2276709276,Outgoing,,2023-03-16,05:45 PM,Question degree five half personal hospital.,,0.0,,3.0,57 mins 153 secs,0.0,2.0,0.0,3.0,Busy,Follow-up,Australia,Neutral,Sales,No
4633.0,FB003,Pune,Shubhangi,+918888800003,Mrs. Pamela Mccormick,,480-973-6037x676,,5 mins 30 secs,2022-03-30,10:18 PM,Reality everyone beautiful sound citizen week book.,,5.0,,4.0,44 mins 76 secs,0.0,,6.0,3.0,Failed,Sales,,,Sales,No
4634.0,FB002,Mumbai,Ankur Garde,+918888800002,,,+1-761-467-6908x4608,,1 mins 24 secs,2022-10-06,04:20 AM,Today tough news source their.,,,,0.0,0 mins 0 secs,,2.0,0.0,,,Follow-up,,,Support,Yes
,FB008,New York,Steve,,,+261,,Outgoing,15 mins 8 secs,2022-05-03,09:36 AM,Seat camera base but city age.,CUST4635,5.0,90 mins 130 secs,3.0,18 mins 168 secs,2.0,2.0,1.0,7.0,No Answer,Sales,,Dissatisfied,,
4636.0,FB002,,Ankur Garde,+918888800002,Andrea Alvarado,+55,+1-601-775-3656,Outgoing,3 mins 35 secs,2022-09-26,12:49 AM,,CUST4636,5.0,55 mins 280 secs,2.0,6 mins 106 secs,1.0,1.0,5.0,2.0,Busy,Sales,Europe,Dissatisfied,Support,No
4637.0,,New York,,+918888800004,,+687,,Incoming,8 mins 41 secs,2022-08-21,04:27 AM,Laugh style series final history quite.,CUST4637,2.0,12 mins 36 secs,4.0,32 mins 24 secs,2.0,2.0,,4.0,Busy,,,Satisfied,Support,
,FB001,Nagpur,,+918888800001,Jessica Thompson,+56,512.475.1093x087,,,2022-06-07,12:45 PM,Tree both would general trouble quickly field.,CUST4638,4.0,80 mins 44 secs,2.0,30 mins 104 secs,2.0,0.0,6.0,0.0,,Feedback,Australia,Dissatisfied,,Yes
4639.0,FB003,,Shubhangi,+918888800003,Johnny Figueroa,+358,507-414-2766x4098,Outgoing,9 mins 23 secs,2023-07-31,,Culture note operation world open treat inside.,CUST4639,1.0,,3.0,60 mins 84 secs,2.0,1.0,3.0,,Failed,Feedback,Africa,Dissatisfied,Sales,Yes
4640.0,FB001,,Aniruddha Kalbande,,Brandi Smith,+54,454-713-2077x028,,13 mins 9 secs,2021-01-10,,Its measure do owner year.,CUST4640,5.0,,,,1.0,2.0,2.0,8.0,Failed,Follow-up,Europe,Dissatisfied,Sales,Yes
4641.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Paul Fisher,+218,001-292-289-3755,Outgoing,20 mins 25 secs,2022-07-03,04:31 AM,Yes during common college mean.,CUST4641,5.0,40 mins 120 secs,5.0,15 mins 230 secs,0.0,0.0,5.0,5.0,No Answer,Sales,Australia,,Sales,No
,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Todd Johnson,+84,494-435-4619x0651,Outgoing,,2024-08-17,06:06 AM,Imagine into how against goal.,CUST4642,,45 mins 12 secs,3.0,27 mins 150 secs,,1.0,1.0,5.0,Completed,Sales,North America,Satisfied,Sales,Yes
4643.0,,New York,Rachel,+918888800005,Carolyn Patterson,+1 869,707.514.0914,Incoming,17 mins 25 secs,2022-09-25,07:07 AM,Sure above question beyond mean.,CUST4643,,4 mins 50 secs,1.0,16 mins 40 secs,2.0,,2.0,0.0,No Answer,Inquiry,Africa,Neutral,Sales,No
,,Nagpur,Aniruddha Kalbande,+918888800001,Zachary Richardson,+352,,Outgoing,9 mins 14 secs,2020-10-06,07:54 PM,Approach senior place man some station.,CUST4644,5.0,,4.0,44 mins 60 secs,,2.0,5.0,4.0,Failed,Inquiry,Australia,,Sales,Yes
4645.0,FB002,Mumbai,Ankur Garde,+918888800002,Edwin Welch,+599 3,,Incoming,1 mins 16 secs,2023-02-09,06:02 PM,Kitchen rate yeah message box safe.,CUST4645,,40 mins 82 secs,1.0,4 mins 46 secs,1.0,1.0,1.0,2.0,Completed,,,Dissatisfied,,Yes
4646.0,FB008,New York,Steve,+918888800004,Kelly Yates,,+1-429-798-1509,Incoming,4 mins 49 secs,2022-11-05,04:26 PM,Feel from public exist music save police.,CUST4646,3.0,51 mins 144 secs,5.0,55 mins 140 secs,0.0,2.0,8.0,0.0,Completed,Follow-up,,Satisfied,Support,Yes
4647.0,FB008,New York,Steve,,Toni Morris,,472.377.7868x351,Outgoing,3 mins 8 secs,2023-05-21,06:04 PM,Through rock white usually common.,CUST4647,0.0,0 mins 0 secs,5.0,,0.0,1.0,4.0,1.0,Failed,,Asia,Satisfied,,Yes
,FB008,New York,Steve,,,+261,,,4 mins 20 secs,2024-05-21,06:41 AM,War notice way imagine suggest move.,CUST4648,0.0,,0.0,0 mins 0 secs,,,0.0,,Completed,Feedback,Asia,Satisfied,Support,Yes
4649.0,,New York,,+918888800005,Justin Christensen,+357,001-996-215-3226x08272,,,2024-01-22,03:03 PM,Quite author attention moment conference put.,CUST4649,2.0,4 mins 80 secs,1.0,,1.0,,2.0,1.0,,Follow-up,Australia,Satisfied,Sales,Yes
4650.0,FB002,,Ankur Garde,+918888800002,Michael Smith,+808,770.552.4283x988,Outgoing,,2022-10-29,,Street oil prove indicate.,CUST4650,0.0,0 mins 0 secs,4.0,28 mins 8 secs,2.0,2.0,0.0,4.0,Completed,Feedback,Europe,Neutral,Support,No
,FB003,Pune,,+918888800003,Allen Haley,,(711)966-6454x479,Incoming,,2021-04-30,,Member air trouble so analysis particular.,CUST4651,2.0,10 mins 68 secs,3.0,27 mins 159 secs,2.0,1.0,5.0,0.0,Completed,Feedback,Australia,Dissatisfied,Sales,
,,,Steve,+918888800004,Scott Diaz,+49,+1-923-459-1638x5593,Outgoing,,2023-08-20,11:11 PM,They until race accept.,CUST4652,,,,28 mins 28 secs,2.0,2.0,3.0,2.0,Busy,,,Satisfied,Support,
4653.0,FB002,,Ankur Garde,,,+81,3442474689,Outgoing,3 mins 40 secs,2022-02-20,01:07 PM,Attention strategy throughout his nature.,CUST4653,,10 mins 36 secs,4.0,32 mins 156 secs,2.0,1.0,3.0,2.0,,Sales,Africa,Neutral,Support,Yes
4654.0,FB008,New York,Steve,,Eric Chen,+243,535.747.0744x9449,Incoming,15 mins 8 secs,2023-11-01,04:36 AM,Image team beautiful back process pattern.,,0.0,0 mins 0 secs,4.0,,,2.0,3.0,,Failed,,Asia,Satisfied,Support,
4655.0,FB002,Mumbai,Ankur Garde,+918888800002,Michelle Rodriguez,+870,698-599-7957x9936,Outgoing,14 mins 21 secs,,09:25 AM,Serious collection hot indicate about.,CUST4655,,2 mins 8 secs,5.0,100 mins 105 secs,1.0,1.0,5.0,,Failed,,Australia,Dissatisfied,,
4656.0,,Pune,Shubhangi,+918888800003,,+239,001-593-651-3535x350,Incoming,12 mins 48 secs,2021-04-03,09:15 AM,,CUST4656,2.0,28 mins 16 secs,2.0,24 mins 82 secs,1.0,1.0,4.0,0.0,No Answer,,,Satisfied,Sales,No
4657.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+1 671,,Incoming,,2022-02-09,09:19 AM,Our theory loss power.,CUST4657,2.0,6 mins 8 secs,,24 mins 88 secs,,2.0,,1.0,Failed,Inquiry,Asia,Satisfied,,Yes
,FB001,,Aniruddha Kalbande,+918888800001,Leslie Olsen,+995,+1-237-908-1435x1285,Outgoing,3 mins 50 secs,2021-04-17,04:57 AM,Room pull soon any.,CUST4658,5.0,,1.0,1 mins 48 secs,0.0,0.0,3.0,,Busy,Follow-up,Europe,Neutral,Sales,No
,FB015,New York,Rachel,+918888800005,Derrick Peters,+883,(589)658-2651x198,Outgoing,8 mins 20 secs,2020-11-09,02:12 AM,,CUST4659,,20 mins 164 secs,3.0,6 mins 72 secs,1.0,1.0,1.0,6.0,Busy,,Europe,Neutral,Sales,
4660.0,FB015,New York,Rachel,+918888800005,James Wilson,+688,722.612.7624x2059,Incoming,11 mins 14 secs,2021-07-04,01:40 AM,Summer recently happy.,CUST4660,,36 mins 84 secs,0.0,0 mins 0 secs,2.0,2.0,1.0,3.0,,Feedback,Asia,Satisfied,Sales,
4661.0,FB008,New York,Steve,+918888800004,Taylor Meyers,+590,757-236-8209,Incoming,13 mins 34 secs,2023-01-08,09:35 AM,South let pick general style.,CUST4661,0.0,0 mins 0 secs,5.0,20 mins 100 secs,1.0,,5.0,0.0,Completed,Sales,Africa,Satisfied,Support,
4662.0,FB003,Pune,Shubhangi,+918888800003,Elizabeth Alvarez,+373,(327)797-6123,,8 mins 59 secs,,11:47 PM,Clearly than career music.,,0.0,0 mins 0 secs,5.0,,1.0,,2.0,3.0,Busy,,Asia,Neutral,Sales,No
4663.0,,Mumbai,,+918888800002,,+1 809,690.690.1718x11591,Outgoing,12 mins 27 secs,2022-04-09,,View true not buy brother.,CUST4663,3.0,57 mins 60 secs,0.0,0 mins 0 secs,1.0,2.0,,1.0,No Answer,Sales,Australia,Satisfied,Support,Yes
4664.0,FB015,,Rachel,+918888800005,Robert Carroll,+420,,Outgoing,2 mins 24 secs,2021-12-23,12:58 AM,Career film author serious close.,,4.0,72 mins 212 secs,2.0,36 mins 92 secs,1.0,0.0,,1.0,No Answer,Feedback,Africa,Neutral,Sales,Yes
4665.0,FB002,Mumbai,Ankur Garde,+918888800002,,+246,967.499.2947,,15 mins 13 secs,2020-10-06,12:28 AM,Possible expect final president set.,CUST4665,0.0,0 mins 0 secs,5.0,50 mins 15 secs,2.0,0.0,2.0,3.0,,,,Satisfied,Support,No
4666.0,FB008,New York,Steve,,Marc Lewis,+39,,Incoming,,2020-11-21,04:09 AM,Well case fast play.,CUST4666,4.0,,5.0,35 mins 200 secs,,2.0,,5.0,No Answer,Follow-up,Africa,Satisfied,,No
4667.0,FB008,New York,Steve,+918888800004,Christopher Simpson,+249,801-347-6364,Outgoing,15 mins 2 secs,2023-06-15,01:31 PM,Report pretty street.,,3.0,18 mins 99 secs,,20 mins 60 secs,0.0,2.0,0.0,7.0,Busy,Follow-up,,Satisfied,Support,Yes
4668.0,FB002,Mumbai,Ankur Garde,+918888800002,Nicole Garrett,+36,873.791.4716,Outgoing,2 mins 28 secs,2020-12-03,04:29 PM,Customer true hour sea authority other far.,CUST4668,1.0,4 mins 37 secs,1.0,9 mins 56 secs,1.0,1.0,2.0,0.0,No Answer,Inquiry,North America,Dissatisfied,Support,Yes
4669.0,FB015,New York,Rachel,+918888800005,Dr. Laura Gibson PhD,+960,001-332-348-1189,Outgoing,,2022-01-12,,True pay none.,,2.0,22 mins 76 secs,4.0,60 mins 212 secs,0.0,0.0,,6.0,Failed,Inquiry,Africa,Dissatisfied,Sales,No
,FB002,Mumbai,Ankur Garde,+918888800002,Natalie Graham,+1 869,,,,2024-02-06,10:23 AM,,CUST4670,2.0,26 mins 50 secs,3.0,60 mins 132 secs,,2.0,2.0,3.0,Completed,Feedback,Asia,Satisfied,Support,No
,,Mumbai,Ankur Garde,+918888800002,John Murphy,+423,(690)560-7313,Outgoing,5 mins 45 secs,2023-12-29,01:02 AM,Interview avoid later environment.,,4.0,24 mins 68 secs,3.0,51 mins 75 secs,0.0,0.0,6.0,1.0,Busy,,Asia,Satisfied,Support,Yes
4672.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,,+881 0,(875)826-0944x59657,Incoming,17 mins 4 secs,2021-08-12,10:48 AM,Report receive top central sense individual.,,3.0,45 mins 75 secs,1.0,,2.0,,,4.0,Completed,Feedback,Australia,Neutral,,Yes
4673.0,FB015,New York,Rachel,+918888800005,William Mcmahon,+371,915-257-5532x97452,Incoming,2 mins 45 secs,,04:37 AM,Able star drive often.,,,13 mins 35 secs,1.0,6 mins 27 secs,0.0,2.0,2.0,0.0,Busy,Inquiry,Australia,Neutral,Sales,Yes
,,,Aniruddha Kalbande,+918888800001,Tracy Young,,588.241.5618x23272,Outgoing,5 mins 5 secs,2022-05-18,,Mr cut for.,CUST4674,5.0,75 mins 70 secs,3.0,39 mins 66 secs,1.0,1.0,,4.0,Failed,Follow-up,Asia,,Sales,No
4675.0,FB008,,,+918888800004,,+852,,,11 mins 9 secs,,12:31 PM,Really read prepare million book eight structure.,,,10 mins 76 secs,5.0,85 mins 50 secs,1.0,,,,Busy,,Europe,,,No
4676.0,FB002,Mumbai,Ankur Garde,+918888800002,Vanessa Peterson,+374,929-731-2791,Incoming,6 mins 1 secs,,03:10 AM,Message our impact simply.,,,,,28 mins 96 secs,1.0,2.0,1.0,3.0,Completed,Feedback,Europe,,Support,Yes
4677.0,FB002,Mumbai,Ankur Garde,+918888800002,Jennifer White,+94,+1-921-231-1878x131,,20 mins 53 secs,2024-08-22,,,CUST4677,,0 mins 0 secs,0.0,0 mins 0 secs,0.0,2.0,0.0,,Completed,Inquiry,Asia,,,Yes
4678.0,FB015,New York,Rachel,,Rachael Kirk,+500,,,6 mins 32 secs,2021-05-31,10:41 PM,Have American finally.,CUST4678,1.0,10 mins 4 secs,2.0,14 mins 36 secs,1.0,0.0,2.0,1.0,Completed,Inquiry,Europe,Dissatisfied,,No
4679.0,FB002,Mumbai,Ankur Garde,+918888800002,Kelly Grant,+598,759-525-0960x440,Outgoing,13 mins 53 secs,,,Listen than fish car model fly ten.,CUST4679,0.0,0 mins 0 secs,1.0,2 mins 7 secs,1.0,0.0,1.0,,Completed,Support,Australia,Satisfied,,No
4680.0,FB015,New York,Rachel,+918888800005,April Davis,+373,001-490-487-9042x73238,Outgoing,,,08:48 AM,Drop federal impact cover worry beyond nothing blood.,,3.0,51 mins 141 secs,,36 mins 6 secs,0.0,0.0,5.0,1.0,Busy,Sales,Africa,Neutral,Sales,No
,FB002,Mumbai,Ankur Garde,+918888800002,Ashley Smith,,(346)853-0521x2298,Incoming,1 mins 36 secs,2021-03-09,04:14 PM,Back piece capital team put.,CUST4681,,45 mins 27 secs,2.0,22 mins 108 secs,2.0,2.0,3.0,,,Follow-up,Europe,Satisfied,Support,
4682.0,FB003,,Shubhangi,,Michael Hines,+231,(675)601-1239x5742,,,,11:32 PM,Of high tough practice election.,CUST4682,4.0,76 mins 104 secs,5.0,20 mins 205 secs,,,,,Busy,Feedback,,Dissatisfied,Sales,
4683.0,FB001,Nagpur,,+918888800001,Stephanie Moore,+1 808,620.265.9826x600,Incoming,,,04:44 AM,,,,54 mins 135 secs,4.0,,2.0,1.0,2.0,5.0,Failed,Feedback,Australia,Dissatisfied,Sales,Yes
,FB015,New York,Rachel,,Maria Esparza,+61,623.611.2180x8223,Outgoing,5 mins 48 secs,2023-05-15,,Like agent interview brother buy.,,0.0,,5.0,20 mins 175 secs,1.0,,3.0,2.0,No Answer,Support,Australia,Satisfied,Sales,
4685.0,FB002,,,,,+808,,Outgoing,17 mins 19 secs,2020-10-12,05:19 AM,Live security low.,CUST4685,2.0,,4.0,16 mins 104 secs,0.0,,2.0,4.0,No Answer,Support,Australia,Dissatisfied,Support,No
4686.0,,Mumbai,Ankur Garde,+918888800002,Daniel Thompson,+1 340,+1-327-988-4164,Incoming,,2023-11-12,09:51 AM,,CUST4686,1.0,,3.0,54 mins 78 secs,2.0,,2.0,2.0,Busy,Feedback,North America,Neutral,Support,Yes
4687.0,FB008,New York,Steve,,Jasmine Jacobs,,(273)699-8126x0696,Outgoing,9 mins 51 secs,2021-08-19,10:13 PM,,,1.0,18 mins 41 secs,,,,0.0,,2.0,Busy,Follow-up,Africa,Neutral,,No
4688.0,FB003,Pune,Shubhangi,+918888800003,Erin Thompson,+1 473,001-239-898-2927x52109,Incoming,3 mins 4 secs,2023-12-03,02:17 PM,Son speech trade world.,,,,,16 mins 24 secs,2.0,,,1.0,Busy,Support,North America,Dissatisfied,Sales,No
,FB003,Pune,Shubhangi,,Mary Carroll,+298,+1-902-889-3557x323,Outgoing,14 mins 24 secs,2021-03-01,10:28 PM,Modern weight place teacher manager.,CUST4689,2.0,,,32 mins 104 secs,2.0,,1.0,3.0,,Follow-up,North America,,Sales,Yes
4690.0,FB002,,Ankur Garde,+918888800002,Brittney Cantu,,,Incoming,14 mins 52 secs,2023-07-21,11:36 AM,,CUST4690,,6 mins 52 secs,5.0,10 mins 30 secs,2.0,0.0,,,Busy,,Africa,,Support,
4691.0,FB002,Mumbai,Ankur Garde,+918888800002,Nathan Galvan,+680,430-529-0142x856,Outgoing,13 mins 26 secs,2021-09-14,,Include development pressure reflect ask.,CUST4691,1.0,16 mins 28 secs,3.0,54 mins 42 secs,2.0,,4.0,0.0,Completed,,Africa,Satisfied,,No
4692.0,FB008,New York,Steve,+918888800004,Melissa Anderson,+590,001-269-232-8970,Outgoing,5 mins 20 secs,2023-02-24,05:51 AM,Show director like several discuss.,,4.0,,5.0,20 mins 185 secs,,,2.0,7.0,Completed,Sales,Australia,Satisfied,Support,No
4693.0,FB015,New York,Rachel,+918888800005,,+64,001-569-511-6800x9481,Outgoing,15 mins 49 secs,2023-11-30,10:33 AM,,CUST4693,5.0,15 mins 220 secs,3.0,21 mins 24 secs,1.0,1.0,0.0,8.0,Completed,Follow-up,Europe,,Sales,Yes
,FB008,New York,Steve,+918888800004,Tracy Price,+1 242,300-859-0811x933,Outgoing,7 mins 58 secs,2023-12-16,05:32 PM,Just action economy often run rich.,CUST4694,,100 mins 35 secs,0.0,0 mins 0 secs,0.0,,3.0,2.0,Busy,Support,Asia,Neutral,Support,
4695.0,,New York,Rachel,,Joann Vargas,+20,690-492-8603x336,Incoming,20 mins 45 secs,2022-04-02,03:06 PM,Outside bad woman role order its most themselves.,,0.0,0 mins 0 secs,2.0,,1.0,0.0,,1.0,,Follow-up,Africa,Satisfied,Sales,Yes
4696.0,,New York,Rachel,+918888800005,,+242,+1-648-468-8434x8843,Outgoing,6 mins 40 secs,2021-08-13,06:58 AM,Miss product bad.,CUST4696,0.0,0 mins 0 secs,3.0,51 mins 24 secs,2.0,2.0,,2.0,Completed,Sales,Europe,Satisfied,Sales,Yes
4697.0,,Nagpur,Aniruddha Kalbande,+918888800001,Mia Duncan,+599 7,894-652-9327,Incoming,12 mins 46 secs,,02:15 AM,Whether attention hand happen politics usually sense.,CUST4697,4.0,,,39 mins 114 secs,,,0.0,,Completed,Inquiry,Australia,Dissatisfied,Sales,No
4698.0,FB002,Mumbai,Ankur Garde,+918888800002,Richard Colon,+998,(291)726-8925x5165,Incoming,15 mins 10 secs,2023-09-17,12:37 PM,,CUST4698,0.0,0 mins 0 secs,1.0,,2.0,1.0,0.0,,No Answer,Support,North America,Satisfied,Support,
4699.0,,Mumbai,Ankur Garde,+918888800002,,+1 345,001-802-376-3702x005,Outgoing,18 mins 53 secs,2021-12-24,12:31 PM,,,0.0,0 mins 0 secs,2.0,,1.0,2.0,,1.0,Completed,Follow-up,,Neutral,Support,
4700.0,FB015,New York,Rachel,+918888800005,Christopher Collins,+40,,,8 mins 35 secs,2023-10-15,04:07 AM,Allow wrong relate else late garden ago.,CUST4700,3.0,15 mins 9 secs,,30 mins 4 secs,0.0,0.0,3.0,,Failed,,Africa,Satisfied,Sales,No
4701.0,FB003,Pune,Shubhangi,+918888800003,Richard Taylor,,001-214-447-6424x86159,Outgoing,12 mins 9 secs,,05:50 AM,Long not serve man attention.,CUST4701,1.0,20 mins 47 secs,5.0,60 mins 105 secs,1.0,2.0,6.0,,Busy,,Europe,,Sales,Yes
4702.0,FB015,New York,,+918888800005,Sean Gibbs,+373 5,(210)876-5478x267,Outgoing,13 mins 41 secs,2021-10-17,04:35 AM,Order very pick add knowledge senior brother.,CUST4702,2.0,,4.0,80 mins 144 secs,1.0,,5.0,1.0,Completed,Inquiry,Asia,Neutral,Sales,No
4703.0,,New York,Steve,+918888800004,Crystal Wright,,+1-204-865-9012x21122,,6 mins 47 secs,2024-03-05,,Feel drug edge fast yes describe structure.,,3.0,,2.0,,0.0,2.0,0.0,5.0,No Answer,Support,Europe,Dissatisfied,,Yes
4704.0,FB008,,Steve,,,+61 89162,,Incoming,2 mins 57 secs,2021-01-10,12:15 PM,Their college pressure.,CUST4704,0.0,0 mins 0 secs,2.0,40 mins 12 secs,2.0,2.0,1.0,1.0,Busy,,Australia,Neutral,Support,No
4705.0,FB015,New York,Rachel,+918888800005,Margaret Moody,,+1-760-209-8849x47348,Outgoing,,2022-02-14,04:41 AM,Argue together enough development behavior.,,5.0,40 mins 280 secs,1.0,9 mins 2 secs,0.0,2.0,0.0,6.0,Completed,Follow-up,North America,,Sales,Yes
4706.0,,New York,Steve,,,+680,001-292-954-6635,,4 mins 13 secs,2023-05-20,03:23 AM,Ball pick small deep.,,4.0,8 mins 28 secs,3.0,21 mins 138 secs,,1.0,,0.0,Completed,Follow-up,,Neutral,Support,
4707.0,FB015,New York,Rachel,,Dustin Evans,,(365)680-4370,Outgoing,1 mins 2 secs,2022-03-28,,,,1.0,1 mins 53 secs,4.0,,,,0.0,5.0,Busy,Follow-up,Australia,,Sales,
4708.0,FB002,Mumbai,Ankur Garde,+918888800002,Whitney Dunn,+1 849,001-603-364-0670x2914,Incoming,5 mins 58 secs,,,Thank audience attorney you attorney focus form.,CUST4708,3.0,60 mins 48 secs,3.0,3 mins 147 secs,0.0,2.0,3.0,3.0,Failed,Feedback,,,,
4709.0,FB003,Pune,Shubhangi,+918888800003,Logan Cameron,+672 3,001-771-339-4833x338,Outgoing,19 mins 5 secs,2024-01-19,,Game political have according outside.,CUST4709,0.0,0 mins 0 secs,5.0,30 mins 65 secs,1.0,2.0,1.0,4.0,Busy,,,Neutral,Sales,No
4710.0,FB002,Mumbai,Ankur Garde,+918888800002,,+93,001-712-812-0394x24905,Outgoing,10 mins 59 secs,2022-05-12,06:59 AM,Friend tonight local large movie.,CUST4710,4.0,32 mins 72 secs,0.0,0 mins 0 secs,2.0,0.0,3.0,,No Answer,Follow-up,Australia,Satisfied,Support,Yes
,,New York,Steve,+918888800004,Amanda Montgomery,,,,12 mins 24 secs,2024-07-28,01:21 AM,Authority green sign threat.,CUST4711,5.0,85 mins 40 secs,0.0,0 mins 0 secs,0.0,1.0,0.0,,No Answer,,Asia,Neutral,,No
4712.0,FB003,Pune,Shubhangi,+918888800003,Timothy Huang,+881 8,,Incoming,18 mins 44 secs,2023-05-13,10:21 PM,Country these civil stage media laugh maintain.,,2.0,22 mins 18 secs,,0 mins 0 secs,1.0,2.0,2.0,0.0,Failed,Inquiry,Australia,Neutral,Sales,Yes
4713.0,FB002,Mumbai,Ankur Garde,+918888800002,Andrea Campbell,+1 849,3029609619,Outgoing,2 mins 20 secs,2021-11-08,,Reduce today run culture ball computer.,CUST4713,5.0,40 mins 185 secs,,36 mins 87 secs,1.0,1.0,,,Completed,Support,Asia,,Support,No
4714.0,FB001,Nagpur,Aniruddha Kalbande,+918888800001,Donna Johnson,+1 787,564.446.5139x1502,Incoming,20 mins 24 secs,2021-10-11,03:11 AM,Tell national if lot office example by speech.,,,12 mins 124 secs,2.0,,0.0,2.0,2.0,4.0,Busy,Follow-up,Australia,Satisfied,Sales,No
,FB008,,,+918888800004,,,,,13 mins 57 secs,,12:38 AM,Hour hold specific would growth sense.,CUST4715,3.0,54 mins 0 secs,3.0,36 mins 111 secs,0.0,,0.0,6.0,Failed,Support,Australia,Satisfied,,No
4716.0,FB002,Mumbai,Ankur Garde,,Jennifer Hensley,+220,7616890444,Outgoing,,2024-06-30,12:38 AM,Maybe car blood whether give from each.,CUST4716,3.0,24 mins 177 secs,1.0,18 mins 39 secs,2.0,2.0,2.0,2.0,Busy,Support,Europe,Neutral,,Yes
4717.0,FB015,New York,Rachel,+918888800005,,+996,,Incoming,18 mins 32 secs,2020-11-10,,,,2.0,14 mins 84 secs,4.0,44 mins 160 secs,1.0,1.0,6.0,0.0,Failed,,Europe,Satisfied,Sales,No
4718.0,FB003,Pune,,+918888800003,Scott Bryant,+33,,Outgoing,,2020-11-23,,Owner green claim.,CUST4718,2.0,18 mins 84 secs,3.0,54 mins 45 secs,1.0,1.0,5.0,0.0,,Follow-up,Europe,Neutral,Sales,No
4719.0,,Nagpur,Aniruddha Kalbande,+918888800001,,+599 4,974.972.9577x79495,Incoming,19 mins 15 secs,2022-12-05,04:51 PM,Heavy majority ask institution raise line interest.,CUST4719,,38 mins 112 secs,4.0,56 mins 192 secs,0.0,,,6.0,No Answer,Support,Africa,,Sales,No
4720.0,FB002,Mumbai,Ankur Garde,+918888800002,Grace Serrano,+975,+1-342-217-9821,Incoming,11 mins 41 secs,2021-12-02,08:38 AM,Close travel real before.,CUST4720,3.0,21 mins 162 secs,,3 mins 34 secs,1.0,,,,Completed,Follow-up,Europe,Neutral,Support,Yes
,,New York,Rachel,+918888800005,Stefanie Rodgers,+241,807.874.7875x633,Incoming,,2023-01-03,04:44 PM,Sometimes quality leader level.,CUST4721,,14 mins 37 secs,2.0,30 mins 108 secs,0.0,0.0,0.0,,Busy,Follow-up,Asia,Neutral,Sales,
4722.0,FB015,New York,Rachel,+918888800005,Theresa Harrington DDS,+231,693-355-5851,Incoming,19 mins 38 secs,2024-01-03,09:00 AM,Ok set suffer thousand red you.,CUST4722,1.0,3 mins 21 secs,2.0,,1.0,1.0,3.0,0.0,Completed,Feedback,Asia,Neutral,Sales,
,FB008,,Steve,+918888800004,Jeffrey Fisher,+248,516.505.3091x97574,,16 mins 27 secs,,09:57 PM,Agent hard out treat million.,CUST4723,1.0,7 mins 3 secs,,16 mins 58 secs,1.0,1.0,0.0,2.0,Completed,Support,Australia,Dissatisfied,Support,No
4724.0,FB008,New York,Steve,+918888800004,Pamela Baker,+371,,Incoming,15 mins 11 secs,2022-10-15,04:56 AM,Quickly hand allow stay watch collection tree.,CUST4724,5.0,15 mins 230 secs,1.0,13 mins 52 secs,2.0,1.0,0.0,6.0,Busy,Inquiry,Asia,Dissatisfied,Support,Yes
,FB003,Pune,Shubhangi,+918888800003,Jose Clark,,001-524-273-5501x741,Outgoing,16 mins 26 secs,,11:33 PM,Condition collection up away bring much ago me.,CUST4725,0.0,0 mins 0 secs,3.0,6 mins 87 secs,,0.0,2.0,,No Answer,Sales,,Neutral,,Yes
4726.0,,,Shubhangi,,Alexis Williams,+355,492-841-1042x02672,Incoming,,2021-11-08,05:14 PM,Better adult serious look person head.,CUST4726,4.0,16 mins 220 secs,4.0,24 mins 112 secs,0.0,2.0,3.0,5.0,Completed,Feedback,Australia,,Sales,
,FB008,New York,Steve,+918888800004,Miranda Schneider,,421-583-9548x287,Outgoing,3 mins 25 secs,2022-07-27,,Sound authority card change because see soldier.,,,9 mins 31 secs,0.0,0 mins 0 secs,,0.0,0.0,1.0,Completed,Inquiry,Europe,Dissatisfied,Support,Yes
4728.0,FB015,,Rachel,+918888800005,Natalie Fleming,+86,494.970.7182x38687,,1 mins 23 secs,2023-06-14,,Discussion require ball voice behind suffer.,,3.0,18 mins 81 secs,5.0,,2.0,2.0,2.0,,No Answer,Feedback,,,Sales,No
,FB015,New York,Rachel,+918888800005,Allison Huffman,,001-526-427-3660x3555,Outgoing,,2022-09-30,08:49 PM,They worry reflect court water.,,0.0,,,80 mins 160 secs,1.0,2.0,3.0,2.0,No Answer,,Africa,Neutral,Sales,No
